prefecture,city,city_url,city_reading,city_change
北海道,樺戸郡浦臼町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014310&cmp=1,カバトグンウラウスチョウ,
北海道,樺戸郡新十津川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014320&cmp=1,カバトグンシントツカワチョウ,
北海道,樺戸郡月形町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014300&cmp=1,カバトグンツキガタチョウ,
北海道,上磯郡上磯町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013351&cmp=1,カミイソグンカミイソチョウ,北斗市
北海道,上磯郡木古内町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013340&cmp=1,カミイソグンキコナイチョウ,
北海道,上磯郡知内町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013330&cmp=1,カミイソグンシリウチチョウ,
北海道,上川郡愛別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014560&cmp=1,カミカワグンアイベツチョウ,
北海道,上川郡朝日町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014661&cmp=1,カミカワグンアサヒチョウ,士別市
北海道,上川郡上川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014570&cmp=1,カミカワグンカミカワチョウ,
北海道,上川郡剣淵町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014650&cmp=1,カミカワグンケンブチチョウ,
北海道,上川郡清水町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016360&cmp=1,カミカワグンシミズチョウ,
北海道,上川郡下川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014680&cmp=1,カミカワグンシモカワチョウ,
北海道,上川郡新得町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016350&cmp=1,カミカワグンシントクチョウ,
北海道,上川郡鷹栖町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014520&cmp=1,カミカワグンタカスチョウ,
北海道,上川郡当麻町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014540&cmp=1,カミカワグントウマチョウ,
北海道,上川郡東神楽町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014530&cmp=1,カミカワグンヒガシカグラチョウ,
北海道,上川郡東川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014580&cmp=1,カミカワグンヒガシカワチョウ,
北海道,上川郡美瑛町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014590&cmp=1,カミカワグンビエイチョウ,
北海道,上川郡比布町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014550&cmp=1,カミカワグンピップチョウ,
北海道,上川郡風連町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014671&cmp=1,カミカワグンフウレンチョウ,名寄市
北海道,上川郡和寒町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014640&cmp=1,カミカワグンワッサムチョウ,
北海道,亀田郡恵山町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013401&cmp=1,カメダグンエサンチョウ,函館市
北海道,亀田郡大野町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013361&cmp=1,カメダグンオオノチョウ,北斗市
北海道,亀田郡戸井町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013391&cmp=1,カメダグントイチョウ,函館市
北海道,亀田郡椴法華村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013411&cmp=1,カメダグントドホッケムラ,函館市
北海道,亀田郡七飯町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013370&cmp=1,カメダグンナナエチョウ,
北海道,茅部郡砂原町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013441&cmp=1,カヤベグンサワラチョウ,茅部郡森町
北海道,茅部郡鹿部町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013430&cmp=1,カヤベグンシカベチョウ,
北海道,茅部郡南茅部町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013421&cmp=1,カヤベグンミナミカヤベチョウ,函館市
北海道,茅部郡森町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013450&cmp=1,カヤベグンモリマチ,
北海道,川上郡標茶町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016640&cmp=1,カワカミグンシベチャチョウ,
北海道,川上郡弟子屈町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016650&cmp=1,カワカミグンテシカガチョウ,
北海道,北広島市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012340&cmp=1,キタヒロシマシ,
北海道,北見市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012080&cmp=1,キタミシ,
北海道,釧路郡釧路町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016610&cmp=1,クシログンクシロチョウ,
北海道,釧路市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012060&cmp=1,クシロシ,
北海道,久遠郡せたな町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013710&cmp=1,クドウグンセタナチョウ,
北海道,久遠郡大成町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013661&cmp=1,クドウグンタイセイチョウ,久遠郡せたな町
北海道,札幌市厚別区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011080&cmp=1,サッポロシアツベツク,
北海道,札幌市北区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011020&cmp=1,サッポロシキタク,
北海道,札幌市清田区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011100&cmp=1,サッポロシキヨタク,
北海道,札幌市白石区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011040&cmp=1,サッポロシシロイシク,
北海道,札幌市中央区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011010&cmp=1,サッポロシチュウオウク,
北海道,札幌市手稲区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011090&cmp=1,サッポロシテイネク,
北海道,札幌市豊平区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011050&cmp=1,サッポロシトヨヒラク,
北海道,札幌市西区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011070&cmp=1,サッポロシニシク,
北海道,札幌市東区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011030&cmp=1,サッポロシヒガシク,
北海道,札幌市南区,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1011060&cmp=1,サッポロシミナミク,
北海道,様似郡様似町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016080&cmp=1,サマニグンサマニチョウ,
北海道,沙流郡日高町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016010&cmp=1,サルグンヒダカチョウ,
北海道,沙流郡平取町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016020&cmp=1,サルグンビラトリチョウ,
北海道,沙流郡門別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016031&cmp=1,サルグンモンベツチョウ,沙流郡日高町
北海道,静内郡静内町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016051&cmp=1,シズナイグンシズナイチョウ,日高郡新ひだか町
北海道,標津郡標津町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016930&cmp=1,シベツグンシベツチョウ,
北海道,標津郡中標津町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016920&cmp=1,シベツグンナカシベツチョウ,
北海道,士別市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012200&cmp=1,シベツシ,
北海道,島牧郡島牧村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013910&cmp=1,シママキグンシママキムラ,
北海道,積丹郡積丹町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014050&cmp=1,シャコタングンシャコタンチョウ,
北海道,斜里郡清里町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015460&cmp=1,シャリグンキヨサトチョウ,
北海道,斜里郡小清水町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015470&cmp=1,シャリグンコシミズチョウ,
北海道,斜里郡斜里町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015450&cmp=1,シャリグンシャリチョウ,
北海道,白老郡白老町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015780&cmp=1,シラオイグンシラオイチョウ,
北海道,白糠郡音別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016691&cmp=1,シラヌカグンオンベツチョウ,釧路市
北海道,白糠郡白糠町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016680&cmp=1,シラヌカグンシラヌカチョウ,
北海道,寿都郡黒松内町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013930&cmp=1,スッツグンクロマツナイチョウ,
北海道,寿都郡寿都町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013920&cmp=1,スッツグンスッツチョウ,
北海道,砂川市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012260&cmp=1,スナガワシ,
北海道,瀬棚郡今金町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013700&cmp=1,セタナグンイマカネチョウ,
北海道,瀬棚郡北檜山町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013691&cmp=1,セタナグンキタヒヤマチョウ,久遠郡せたな町
北海道,瀬棚郡瀬棚町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013681&cmp=1,セタナグンセタナチョウ,久遠郡せたな町
北海道,宗谷郡猿払村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015110&cmp=1,ソウヤグンサルフツムラ,
北海道,空知郡上砂川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014250&cmp=1,ソラチグンカミスナガワチョウ,
北海道,空知郡上富良野町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014600&cmp=1,ソラチグンカミフラノチョウ,
北海道,空知郡北村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014211&cmp=1,ソラチグンキタムラ,岩見沢市
北海道,空知郡栗沢町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014221&cmp=1,ソラチグンクリサワチョウ,岩見沢市
北海道,空知郡奈井江町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014240&cmp=1,ソラチグンナイエチョウ,
北海道,空知郡中富良野町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014610&cmp=1,ソラチグンナカフラノチョウ,
北海道,空知郡南幌町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014230&cmp=1,ソラチグンナンポロチョウ,
北海道,空知郡南富良野町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014620&cmp=1,ソラチグンミナミフラノチョウ,
北海道,滝川市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012250&cmp=1,タキカワシ,
北海道,伊達市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012330&cmp=1,ダテシ,
北海道,千歳市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012240&cmp=1,チトセシ,
北海道,天塩郡遠別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014860&cmp=1,テシオグンエンベツチョウ,
北海道,天塩郡天塩町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014870&cmp=1,テシオグンテシオチョウ,
北海道,天塩郡豊富町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015160&cmp=1,テシオグントヨトミチョウ,
北海道,天塩郡幌延町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015200&cmp=1,テシオグンホロノベチョウ,
北海道,十勝郡浦幌町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016490&cmp=1,トカチグンウラホロチョウ,
北海道,常呂郡置戸町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015500&cmp=1,トコログンオケトチョウ,
北海道,常呂郡訓子府町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015490&cmp=1,トコログンクンネップチョウ,
北海道,常呂郡佐呂間町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015520&cmp=1,トコログンサロマチョウ,
北海道,常呂郡端野町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015481&cmp=1,トコログンタンノチョウ,北見市
北海道,常呂郡常呂町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015531&cmp=1,トコログントコロチョウ,北見市
北海道,常呂郡留辺蘂町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1015511&cmp=1,トコログンルベシベチョウ,北見市
北海道,苫小牧市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012130&cmp=1,トマコマイシ,
北海道,苫前郡初山別村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014850&cmp=1,トママエグンショサンベツムラ,
北海道,苫前郡苫前町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014830&cmp=1,トママエグントママエチョウ,
北海道,苫前郡羽幌町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014840&cmp=1,トママエグンハボロチョウ,
北海道,中川郡池田町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016440&cmp=1,ナカガワグンイケダチョウ,
北海道,中川郡音威子府村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014700&cmp=1,ナカガワグンオトイネップムラ,
北海道,中川郡豊頃町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016450&cmp=1,ナカガワグントヨコロチョウ,
北海道,中川郡中川町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014710&cmp=1,ナカガワグンナカガワチョウ,
北海道,中川郡美深町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014690&cmp=1,ナカガワグンビフカチョウ,
北海道,中川郡本別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016460&cmp=1,ナカガワグンホンベツチョウ,
北海道,中川郡幕別町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016430&cmp=1,ナカガワグンマクベツチョウ,
北海道,名寄市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012210&cmp=1,ナヨロシ,
北海道,新冠郡新冠町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016040&cmp=1,ニイカップグンニイカップチョウ,
北海道,爾志郡乙部町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013640&cmp=1,ニシグンオトベチョウ,
北海道,爾志郡熊石町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013651&cmp=1,ニシグンクマイシチョウ,二海郡八雲町
北海道,根室市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012230&cmp=1,ネムロシ,
北海道,野付郡別海町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016910&cmp=1,ノツケグンベツカイチョウ,
北海道,登別市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012300&cmp=1,ノボリベツシ,
北海道,函館市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012020&cmp=1,ハコダテシ,
北海道,浜益郡浜益村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013061&cmp=1,ハママスグンハママスムラ,石狩市
北海道,日高郡新ひだか町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016100&cmp=1,ヒダカグンシンヒダカチョウ,
北海道,檜山郡厚沢部町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013630&cmp=1,ヒヤマグンアッサブチョウ,
北海道,檜山郡江差町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013610&cmp=1,ヒヤマグンエサシチョウ,
北海道,檜山郡上ノ国町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013620&cmp=1,ヒヤマグンカミノクニチョウ,
北海道,広尾郡大樹町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016410&cmp=1,ヒロオグンタイキチョウ,
北海道,広尾郡忠類村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016401&cmp=1,ヒロオグンチュウルイムラ,中川郡幕別町
北海道,広尾郡広尾町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016420&cmp=1,ヒロオグンヒロオチョウ,
北海道,美唄市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012150&cmp=1,ビバイシ,
北海道,深川市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012280&cmp=1,フカガワシ,
北海道,二海郡八雲町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013460&cmp=1,フタミグンヤクモチョウ,
北海道,富良野市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012290&cmp=1,フラノシ,
北海道,古宇郡神恵内村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014040&cmp=1,フルウグンカモエナイムラ,
北海道,古宇郡泊村,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014030&cmp=1,フルウグントマリムラ,
北海道,古平郡古平町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014060&cmp=1,フルビラグンフルビラチョウ,
北海道,北斗市,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1012360&cmp=1,ホクトシ,
北海道,幌泉郡えりも町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1016090&cmp=1,ホロイズミグンエリモチョウ,
北海道,増毛郡増毛町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1014810&cmp=1,マシケグンマシケチョウ,
北海道,松前郡福島町,https://www.post.japanpost.jp/cgi-zip/zipcode.php?pref=1&city=1013320&cmp=1,マツマエグンフクシマチョウ,
